Time [sec]	P [h Pa]	T [°C]	U [%]	Wsp [kn]	Wdir [°]	Altitude [m]	Geo Pot [m']
3029      	152.5   	-61.14	8    	46.2    	275     	13712.7     	13669.6     
3030      	152.4   	-61.12	8    	46.2    	275     	13717.4     	13674.3     
3031      	152.3   	-61.11	8    	46.2    	275     	13722.1     	13679.0     
3032      	152.2   	-61.10	7    	46.3    	276     	13726.9     	13683.7     
3033      	152.1   	-61.08	7    	46.3    	276     	13731.6     	13688.4     
3034      	151.9   	-61.07	7    	46.3    	277     	13736.4     	13693.1     
3035      	151.8   	-61.05	7    	46.4    	277     	13741.1     	13697.8     
3036      	151.7   	-61.04	7    	46.4    	277     	13745.9     	13702.6     
3037      	151.6   	-61.03	7    	46.5    	278     	13750.6     	13707.3     
3038      	151.5   	-61.01	7    	46.5    	278     	13755.4     	13712.0     
3039      	151.4   	-61.00	7    	46.5    	278     	13760.1     	13716.7     
3040      	151.3   	-60.98	7    	46.6    	279     	13764.9     	13721.5     
3041      	151.1   	-60.97	7    	46.6    	279     	13769.6     	13726.2     
3042      	151.0   	-60.96	7    	46.7    	280     	13774.3     	13730.9     
3043      	150.9   	-60.94	7    	46.7    	280     	13779.1     	13735.6     
3044      	150.8   	-60.93	7    	46.8    	280     	13783.8     	13740.4     
3045      	150.7   	-60.91	7    	46.9    	281     	13788.6     	13745.1     
3046      	150.6   	-60.90	7    	46.9    	281     	13793.3     	13749.8     
3047      	150.5   	-60.88	7    	46.7    	281     	13798.1     	13754.5     
3048      	150.3   	-60.87	7    	46.5    	281     	13802.8     	13759.2     
3049      	150.2   	-60.85	7    	46.3    	282     	13807.6     	13764.0     
3050      	150.1   	-60.83	7    	46.1    	282     	13812.3     	13768.7     
3051      	150.0   	-60.82	7    	45.9    	282     	13817.1     	13773.4     
3052      	149.9   	-60.80	7    	45.7    	283     	13821.8     	13778.1     
3053      	149.8   	-60.79	7    	45.5    	283     	13826.6     	13782.9     
3054      	149.7   	-60.77	7    	45.3    	283     	13831.3     	13787.6     
3055      	149.5   	-60.76	7    	45.1    	283     	13836.1     	13792.3     
3056      	149.4   	-60.74	7    	44.9    	284     	13840.8     	13797.0     
3057      	149.3   	-60.72	7    	44.7    	284     	13845.6     	13801.8     
3058      	149.2   	-60.71	7    	44.5    	284     	13850.3     	13806.5     
3059      	149.1   	-60.69	7    	44.3    	285     	13855.1     	13811.2     
3060      	149.0   	-60.68	7    	44.2    	285     	13859.8     	13815.9     
3061      	148.9   	-60.66	7    	44.0    	285     	13864.5     	13820.6     
3062      	148.8   	-60.64	7    	43.8    	285     	13869.1     	13825.2     
3063      	148.6   	-60.62	7    	43.6    	286     	13873.7     	13829.7     
3064      	148.5   	-60.61	7    	43.4    	286     	13878.2     	13834.2     
3065      	148.4   	-60.59	7    	43.2    	286     	13882.8     	13838.7     
3066      	148.3   	-60.57	7    	43.1    	287     	13887.3     	13843.3     
3067      	148.2   	-60.55	7    	42.8    	287     	13891.9     	13847.8     
3068      	148.1   	-60.53	7    	42.6    	286     	13896.4     	13852.3     
3069      	148.0   	-60.51	7    	42.3    	286     	13901.0     	13856.9     
3070      	147.9   	-60.50	7    	42.1    	286     	13905.5     	13861.4     
3071      	147.8   	-60.48	7    	41.8    	286     	13910.1     	13865.9     
3072      	147.7   	-60.46	7    	41.6    	285     	13914.7     	13870.5     
3073      	147.6   	-60.44	7    	41.3    	285     	13919.2     	13875.0     
3074      	147.5   	-60.42	7    	41.0    	285     	13923.8     	13879.5     
3075      	147.4   	-60.41	7    	40.8    	285     	13928.3     	13884.1     
3076      	147.2   	-60.39	7    	40.5    	284     	13932.9     	13888.6     
3077      	147.1   	-60.36	7    	40.3    	284     	13937.4     	13893.1     
3078      	147.0   	-60.33	7    	40.0    	284     	13942.0     	13897.7     
3079      	146.9   	-60.30	7    	39.8    	283     	13946.5     	13902.2     
3080      	146.8   	-60.28	7    	39.6    	283     	13951.1     	13906.7     
3081      	146.7   	-60.25	7    	39.3    	283     	13955.7     	13911.3     
3082      	146.6   	-60.22	7    	39.1    	283     	13960.2     	13915.8     
3083      	146.5   	-60.19	7    	38.8    	282     	13964.8     	13920.3     
3084      	146.4   	-60.16	7    	38.6    	282     	13969.3     	13924.8     
3085      	146.3   	-60.13	7    	38.3    	282     	13973.9     	13929.4     
3086      	146.2   	-60.11	7    	38.1    	281     	13978.4     	13933.9     
3087      	146.1   	-60.08	7    	37.9    	281     	13983.0     	13938.4     
3088      	146.0   	-60.05	7    	37.7    	281     	13987.5     	13943.0     
3089      	145.9   	-60.02	7    	37.5    	280     	13992.1     	13947.5     
3090      	145.8   	-59.99	7    	37.4    	279     	13996.7     	13952.0     
3091      	145.6   	-59.96	7    	37.2    	279     	14001.3     	13956.7     
3092      	145.5   	-59.94	7    	37.1    	278     	14006.2     	13961.5     
3093      	145.4   	-59.94	7    	36.9    	278     	14011.0     	13966.3     
3094      	145.3   	-59.96	7    	36.8    	277     	14015.8     	13971.1     
3095      	145.2   	-59.97	7    	36.7    	276     	14020.6     	13975.9     
3096      	145.1   	-59.99	7    	36.6    	276     	14025.5     	13980.7     
3097      	145.0   	-60.01	7    	36.4    	275     	14030.3     	13985.5     
3098      	144.9   	-60.03	7    	36.3    	274     	14035.1     	13990.3     
3099      	144.8   	-60.05	7    	36.2    	274     	14040.0     	13995.1     
3100      	144.6   	-60.06	7    	36.1    	273     	14044.8     	13999.9     
3101      	144.5   	-60.08	6    	36.0    	273     	14049.6     	14004.7     
3102      	144.4   	-60.10	6    	35.9    	272     	14054.4     	14009.5     
3103      	144.3   	-60.12	6    	35.8    	271     	14059.3     	14014.3     
3104      	144.2   	-60.14	6    	35.7    	271     	14064.1     	14019.1     
3105      	144.1   	-60.15	6    	35.6    	270     	14068.9     	14023.9     
3106      	144.0   	-60.17	6    	35.6    	269     	14073.8     	14028.7     
3107      	143.9   	-60.19	6    	35.5    	269     	14078.6     	14033.5     
3108      	143.8   	-60.21	6    	35.4    	268     	14083.4     	14038.3     
3109      	143.6   	-60.22	6    	35.6    	268     	14088.2     	14043.1     
3110      	143.5   	-60.22	6    	35.9    	267     	14093.1     	14047.9     
3111      	143.4   	-60.23	6    	36.2    	267     	14097.9     	14052.7     
3112      	143.3   	-60.24	6    	36.5    	267     	14102.7     	14057.5     
3113      	143.2   	-60.24	6    	36.8    	266     	14107.5     	14062.3     
3114      	143.1   	-60.25	6    	37.1    	266     	14112.4     	14067.1     
3115      	143.0   	-60.25	6    	37.4    	266     	14117.2     	14071.9     
3116      	142.9   	-60.26	6    	37.8    	266     	14122.0     	14076.7     
3117      	142.8   	-60.27	6    	38.1    	266     	14126.9     	14081.5     
3118      	142.6   	-60.27	6    	38.4    	265     	14131.7     	14086.3     
3119      	142.5   	-60.28	6    	38.7    	265     	14136.5     	14091.1     
3120      	142.4   	-60.29	6    	39.0    	265     	14141.3     	14095.9     
3121      	142.3   	-60.29	6    	39.3    	265     	14146.1     	14100.7     
3122      	142.2   	-60.30	6    	39.6    	264     	14150.5     	14105.1     
3123      	142.1   	-60.30	6    	39.9    	264     	14154.9     	14109.5     
3124      	142.0   	-60.31	6    	40.2    	264     	14159.4     	14113.9     
3125      	141.9   	-60.31	6    	40.5    	264     	14163.8     	14118.2     
3126      	141.8   	-60.31	6    	40.9    	264     	14168.2     	14122.6     
3127      	141.7   	-60.31	6    	41.2    	263     	14172.6     	14127.0     
3128      	141.6   	-60.31	6    	41.5    	263     	14177.0     	14131.4     
3129      	141.5   	-60.31	6    	41.8    	263     	14181.4     	14135.8     
3130      	141.4   	-60.31	6    	42.0    	263     	14185.8     	14140.2     
3131      	141.3   	-60.31	6    	42.3    	264     	14190.3     	14144.6     
3132      	141.2   	-60.31	6    	42.5    	264     	14194.7     	14149.0     
3133      	141.1   	-60.31	6    	42.8    	264     	14199.1     	14153.4     
3134      	141.0   	-60.31	6    	43.0    	264     	14203.5     	14157.7     
3135      	140.9   	-60.31	6    	43.3    	265     	14207.9     	14162.1     
3136      	140.8   	-60.31	6    	43.5    	265     	14212.3     	14166.5     
3137      	140.7   	-60.32	6    	43.8    	265     	14216.7     	14170.9     
3138      	140.6   	-60.32	6    	44.0    	265     	14221.1     	14175.3     
3139      	140.5   	-60.32	6    	44.3    	265     	14225.6     	14179.7     
3140      	140.4   	-60.31	6    	44.5    	266     	14230.0     	14184.1     
3141      	140.3   	-60.29	6    	44.8    	266     	14234.4     	14188.5     
3142      	140.2   	-60.27	6    	45.0    	266     	14238.8     	14192.9     
3143      	140.1   	-60.25	6    	45.3    	266     	14243.2     	14197.2     
3144      	140.0   	-60.23	6    	45.5    	266     	14247.6     	14201.6     
3145      	139.9   	-60.21	6    	45.8    	267     	14252.0     	14206.0     
3146      	139.8   	-60.19	5    	46.1    	267     	14256.4     	14210.4     
3147      	139.7   	-60.17	5    	46.3    	267     	14260.9     	14214.8     
3148      	139.6   	-60.15	5    	46.6    	267     	14265.3     	14219.2     
3149      	139.5   	-60.13	5    	46.8    	267     	14269.7     	14223.6     
3150      	139.4   	-60.11	5    	46.8    	268     	14274.1     	14228.0     
3151      	139.3   	-60.09	5    	46.7    	268     	14278.5     	14232.4     
3152      	139.3   	-60.07	5    	46.6    	268     	14282.8     	14236.6     
3153      	139.2   	-60.04	5    	46.6    	269     	14287.0     	14240.8     
3154      	139.1   	-60.02	5    	46.5    	269     	14291.3     	14245.0     
3155      	139.0   	-60.00	5    	46.5    	270     	14295.5     	14249.3     
3156      	138.9   	-59.98	5    	46.4    	270     	14299.8     	14253.5     
3157      	138.8   	-59.96	5    	46.4    	270     	14304.0     	14257.7     
3158      	138.7   	-59.91	5    	46.3    	271     	14308.3     	14261.9     
3159      	138.6   	-59.87	5    	46.3    	271     	14312.5     	14266.2     
3160      	138.5   	-59.83	5    	46.3    	272     	14316.8     	14270.4     
3161      	138.4   	-59.78	5    	46.2    	272     	14321.0     	14274.6     
3162      	138.3   	-59.74	5    	46.2    	272     	14325.3     	14278.9     
3163      	138.2   	-59.70	5    	46.1    	273     	14329.5     	14283.1     
3164      	138.1   	-59.65	5    	46.1    	273     	14333.8     	14287.3     
3165      	138.0   	-59.61	5    	46.1    	273     	14338.0     	14291.5     
3166      	137.9   	-59.57	5    	46.0    	274     	14342.3     	14295.8     
3167      	137.8   	-59.52	5    	46.0    	274     	14346.5     	14300.0     
3168      	137.8   	-59.48	5    	46.0    	275     	14350.8     	14304.2     
3169      	137.7   	-59.44	5    	46.0    	275     	14355.0     	14308.4     
3170      	137.6   	-59.39	5    	45.8    	275     	14359.3     	14312.7     
3171      	137.5   	-59.35	5    	45.5    	276     	14363.5     	14316.9     
3172      	137.4   	-59.30	5    	45.3    	276     	14367.8     	14321.1     
3173      	137.3   	-59.26	5    	45.0    	276     	14372.0     	14325.3     
3174      	137.2   	-59.24	5    	44.7    	276     	14376.3     	14329.6     
3175      	137.1   	-59.23	5    	44.5    	277     	14380.5     	14333.8     
3176      	137.0   	-59.21	5    	44.2    	277     	14384.8     	14338.0     
3177      	136.9   	-59.19	5    	43.9    	277     	14389.0     	14342.3     
3178      	136.8   	-59.17	5    	43.7    	277     	14393.3     	14346.5     
3179      	136.7   	-59.15	5    	43.4    	278     	14397.5     	14350.7     
3180      	136.6   	-59.13	5    	43.2    	278     	14401.8     	14354.9     
3181      	136.5   	-59.12	5    	42.9    	278     	14406.0     	14359.2     
3182      	136.5   	-59.10	5    	42.6    	279     	14410.3     	14363.4     
3183      	136.4   	-59.08	5    	42.4    	279     	14414.6     	14367.7     
3184      	136.3   	-59.06	5    	42.1    	279     	14418.9     	14372.0     
3185      	136.2   	-59.04	5    	41.9    	279     	14423.2     	14376.3     
3186      	136.1   	-59.03	5    	41.6    	280     	14427.5     	14380.5     
3187      	136.0   	-59.01	5    	41.4    	280     	14431.8     	14384.8     
3188      	135.9   	-58.99	5    	41.1    	280     	14436.1     	14389.1     
3189      	135.8   	-58.97	5    	40.9    	281     	14440.4     	14393.4     
3190      	135.7   	-58.95	5    	40.6    	281     	14444.7     	14397.6     
3191      	135.6   	-58.94	5    	40.3    	281     	14449.0     	14401.9     
3192      	135.5   	-58.92	5    	39.9    	280     	14453.3     	14406.2     
3193      	135.4   	-58.90	5    	39.6    	280     	14457.6     	14410.5     
3194      	135.3   	-58.89	5    	39.2    	280     	14461.9     	14414.7     
3195      	135.2   	-58.87	5    	38.9    	280     	14466.2     	14419.0     
3196      	135.2   	-58.85	5    	38.5    	279     	14470.5     	14423.3     
3197      	135.1   	-58.84	5    	38.2    	279     	14474.8     	14427.6     
3198      	135.0   	-58.82	5    	37.9    	279     	14479.1     	14431.8     
3199      	134.9   	-58.80	5    	37.5    	278     	14483.4     	14436.1     
3200      	134.8   	-58.79	5    	37.2    	278     	14487.7     	14440.4     
3201      	134.7   	-58.77	5    	36.8    	278     	14492.0     	14444.7     
3202      	134.6   	-58.75	5    	36.5    	277     	14496.3     	14448.9     
3203      	134.5   	-58.74	5    	36.2    	277     	14500.6     	14453.2     
3204      	134.4   	-58.72	5    	35.8    	277     	14504.9     	14457.5     
3205      	134.3   	-58.70	5    	35.5    	276     	14509.2     	14461.8     
3206      	134.2   	-58.70	5    	35.2    	276     	14513.5     	14466.1     
3207      	134.1   	-58.69	5    	34.9    	276     	14517.8     	14470.3     
3208      	134.1   	-58.68	5    	34.5    	275     	14522.1     	14474.6     
3209      	134.0   	-58.68	5    	34.2    	275     	14526.4     	14478.9     
3210      	133.9   	-58.67	5    	33.9    	275     	14530.7     	14483.2     
3211      	133.8   	-58.67	5    	33.7    	274     	14535.0     	14487.4     
3212      	133.7   	-58.66	5    	33.7    	274     	14539.4     	14491.8     
3213      	133.6   	-58.65	5    	33.6    	273     	14543.8     	14496.2     
3214      	133.5   	-58.65	5    	33.6    	273     	14548.2     	14500.5     
3215      	133.4   	-58.64	5    	33.5    	272     	14552.6     	14504.9     
3216      	133.3   	-58.64	5    	33.5    	271     	14557.0     	14509.3     
3217      	133.2   	-58.63	5    	33.4    	271     	14561.4     	14513.6     
3218      	133.1   	-58.62	5    	33.4    	270     	14565.8     	14518.0     
3219      	133.0   	-58.62	5    	33.4    	270     	14570.1     	14522.4     
3220      	132.9   	-58.61	5    	33.4    	269     	14574.5     	14526.8     
3221      	132.9   	-58.60	5    	33.3    	269     	14578.9     	14531.1     
3222      	132.8   	-58.61	5    	33.3    	268     	14583.3     	14535.5     
3223      	132.7   	-58.61	5    	33.3    	268     	14587.7     	14539.9     
3224      	132.6   	-58.61	5    	33.3    	267     	14592.1     	14544.2     
3225      	132.5   	-58.62	5    	33.3    	267     	14596.5     	14548.6     
3226      	132.4   	-58.62	5    	33.2    	266     	14600.9     	14553.0     
3227      	132.3   	-58.63	5    	33.2    	266     	14605.3     	14557.3     
3228      	132.2   	-58.63	5    	33.2    	265     	14609.7     	14561.7     
3229      	132.1   	-58.63	5    	33.2    	264     	14614.1     	14566.1     
3230      	132.0   	-58.64	4    	33.2    	264     	14618.5     	14570.4     
3231      	131.9   	-58.64	4    	33.2    	264     	14622.9     	14574.8     
3232      	131.8   	-58.65	4    	33.2    	264     	14627.2     	14579.2     
3233      	131.8   	-58.65	4    	33.2    	264     	14631.6     	14583.5     
3234      	131.7   	-58.65	4    	33.2    	265     	14636.0     	14587.9     
3235      	131.6   	-58.66	4    	33.2    	265     	14640.4     	14592.3     
3236      	131.5   	-58.66	4    	33.2    	265     	14644.8     	14596.6     
3237      	131.4   	-58.67	4    	33.2    	266     	14649.2     	14601.0     
3238      	131.3   	-58.66	4    	33.2    	266     	14653.6     	14605.4     
3239      	131.2   	-58.65	4    	33.3    	266     	14658.0     	14609.7     
3240      	131.1   	-58.64	4    	33.3    	267     	14662.4     	14614.1     
3241      	131.0   	-58.63	4    	33.3    	267     	14666.8     	14618.5     
3242      	130.9   	-58.62	4    	33.3    	267     	14671.3     	14622.9     
3243      	130.8   	-58.61	4    	33.3    	268     	14675.7     	14627.4     
3244      	130.7   	-58.60	4    	33.3    	268     	14680.2     	14631.8     
3245      	130.6   	-58.59	4    	33.3    	268     	14684.7     	14636.3     
3246      	130.6   	-58.59	4    	33.3    	269     	14689.2     	14640.8     
3247      	130.5   	-58.58	4    	33.3    	269     	14693.7     	14645.2     
3248      	130.4   	-58.57	4    	33.4    	269     	14698.1     	14649.7     
3249      	130.3   	-58.56	4    	33.4    	270     	14702.6     	14654.1     
3250      	130.2   	-58.55	4    	33.4    	270     	14707.1     	14658.6     
3251      	130.1   	-58.54	4    	33.4    	270     	14711.6     	14663.0     
3252      	130.0   	-58.53	4    	33.4    	270     	14716.0     	14667.5     
3253      	129.9   	-58.52	4    	33.3    	270     	14720.5     	14671.9     
3254      	129.8   	-58.51	4    	33.2    	270     	14725.0     	14676.4     
3255      	129.7   	-58.51	4    	33.1    	270     	14729.5     	14680.8     
3256      	129.6   	-58.51	4    	33.0    	270     	14734.0     	14685.3     
3257      	129.5   	-58.51	4    	32.9    	269     	14738.4     	14689.7     
3258      	129.4   	-58.51	4    	32.8    	269     	14742.9     	14694.2     
3259      	129.4   	-58.51	4    	32.7    	269     	14747.4     	14698.6     
3260      	129.3   	-58.51	4    	32.6    	269     	14751.9     	14703.1     
3261      	129.2   	-58.51	4    	32.5    	269     	14756.3     	14707.5     
3262      	129.1   	-58.51	4    	32.4    	269     	14760.8     	14712.0     
3263      	129.0   	-58.51	4    	32.3    	268     	14765.3     	14716.4     
3264      	128.9   	-58.51	4    	32.2    	268     	14769.8     	14720.9     
3265      	128.8   	-58.51	4    	32.1    	268     	14774.3     	14725.4     
3266      	128.7   	-58.50	4    	32.0    	268     	14778.7     	14729.8     
3267      	128.6   	-58.50	4    	31.9    	268     	14783.2     	14734.3     
3268      	128.5   	-58.50	4    	31.8    	267     	14787.7     	14738.7     
3269      	128.4   	-58.50	4    	31.7    	267     	14792.2     	14743.2     
3270      	128.4   	-58.50	4    	31.7    	267     	14796.6     	14747.6     
3271      	128.3   	-58.51	4    	31.6    	267     	14801.2     	14752.2     
3272      	128.2   	-58.51	4    	31.5    	267     	14805.9     	14756.8     
3273      	128.1   	-58.51	4    	31.4    	266     	14810.5     	14761.4     
3274      	128.0   	-58.51	4    	31.4    	266     	14815.2     	14766.1     
3275      	127.9   	-58.52	4    	31.4    	265     	14819.9     	14770.7     
3276      	127.8   	-58.52	4    	31.4    	265     	14824.6     	14775.4     
3277      	127.7   	-58.52	4    	31.3    	265     	14829.2     	14780.0     
3278      	127.6   	-58.52	4    	31.3    	264     	14833.9     	14784.7     
3279      	127.5   	-58.53	4    	31.3    	264     	14838.6     	14789.3     
3280      	127.4   	-58.53	4    	31.3    	263     	14843.2     	14794.0     
3281      	127.3   	-58.53	4    	31.3    	263     	14847.9     	14798.6     
3282      	127.2   	-58.54	4    	31.2    	262     	14852.6     	14803.2     
3283      	127.1   	-58.54	4    	31.2    	262     	14857.3     	14807.9     
3284      	127.0   	-58.54	4    	31.2    	262     	14861.9     	14812.5     
3285      	126.9   	-58.54	4    	31.2    	261     	14866.6     	14817.2     
3286      	126.8   	-58.55	4    	31.2    	261     	14871.3     	14821.8     
3287      	126.8   	-58.55	4    	31.2    	260     	14875.9     	14826.5     
3288      	126.7   	-58.55	4    	31.2    	260     	14880.6     	14831.1     
3289      	126.6   	-58.55	4    	31.2    	259     	14885.3     	14835.8     
3290      	126.5   	-58.55	4    	31.2    	259     	14890.0     	14840.4     
3291      	126.4   	-58.55	4    	31.2    	258     	14894.6     	14845.0     
3292      	126.3   	-58.55	4    	31.2    	258     	14899.3     	14849.7     
3293      	126.2   	-58.55	4    	31.4    	258     	14904.0     	14854.3     
3294      	126.1   	-58.55	4    	31.7    	258     	14908.6     	14859.0     
3295      	126.0   	-58.55	4    	32.0    	258     	14913.3     	14863.6     
3296      	125.9   	-58.55	4    	32.3    	258     	14918.0     	14868.3     
3297      	125.8   	-58.56	3    	32.6    	258     	14922.6     	14872.9     
3298      	125.7   	-58.56	3    	32.9    	258     	14927.3     	14877.6     
3299      	125.6   	-58.56	3    	33.3    	258     	14932.0     	14882.2     
3300      	125.5   	-58.56	3    	33.6    	258     	14936.7     	14886.8     
3301      	125.4   	-58.56	3    	33.9    	258     	14941.5     	14891.7     
3302      	125.3   	-58.56	3    	34.2    	258     	14946.5     	14896.6     
3303      	125.2   	-58.58	3    	34.5    	258     	14951.4     	14901.5     
3304      	125.1   	-58.60	3    	34.8    	259     	14956.4     	14906.4     
3305      	125.1   	-58.61	3    	35.2    	259     	14961.3     	14911.4     
3306      	125.0   	-58.63	3    	35.5    	259     	14966.3     	14916.3     
3307      	124.9   	-58.65	3    	35.8    	259     	14971.2     	14921.2     
3308      	124.8   	-58.67	3    	36.1    	259     	14976.2     	14926.1     
3309      	124.7   	-58.69	3    	36.4    	259     	14981.1     	14931.0     
3310      	124.6   	-58.70	3    	36.7    	259     	14986.1     	14936.0     
3311      	124.5   	-58.72	3    	37.0    	259     	14991.0     	14940.9     
3312      	124.4   	-58.74	3    	37.4    	259     	14996.0     	14945.8     
3313      	124.3   	-58.76	3    	37.7    	259     	15000.9     	14950.7     
3314      	124.2   	-58.78	3    	38.0    	259     	15005.9     	14955.7     
3315      	124.1   	-58.79	3    	38.1    	259     	15010.8     	14960.6     
3316      	124.0   	-58.81	3    	38.3    	259     	15015.8     	14965.5     
3317      	123.9   	-58.83	3    	38.4    	259     	15020.7     	14970.4     
3318      	123.8   	-58.85	3    	38.6    	258     	15025.7     	14975.3     
3319      	123.7   	-58.88	3    	38.7    	258     	15030.6     	14980.3     
3320      	123.6   	-58.90	3    	38.8    	258     	15035.6     	14985.2     
3321      	123.5   	-58.93	3    	39.0    	258     	15040.5     	14990.1     
3322      	123.4   	-58.96	3    	39.1    	258     	15045.5     	14995.0     
3323      	123.3   	-58.99	3    	39.3    	258     	15050.4     	14999.9     
3324      	123.2   	-59.02	3    	39.4    	258     	15055.4     	15004.9     
3325      	123.1   	-59.05	3    	39.6    	257     	15060.3     	15009.8     
3326      	123.0   	-59.07	3    	39.7    	257     	15065.3     	15014.7     
3327      	122.9   	-59.10	3    	39.9    	257     	15070.2     	15019.6     
3328      	122.8   	-59.13	3    	40.0    	257     	15075.2     	15024.5     
3329      	122.7   	-59.16	3    	40.2    	257     	15080.1     	15029.5     
3330      	122.6   	-59.19	3    	40.3    	257     	15085.1     	15034.4     
3331      	122.5   	-59.22	3    	40.5    	257     	15090.0     	15039.3     
3332      	122.4   	-59.24	3    	40.6    	257     	15095.0     	15044.3     
3333      	122.3   	-59.27	3    	40.8    	256     	15100.2     	15049.4     
3334      	122.2   	-59.30	3    	40.9    	256     	15105.4     	15054.6     
3335      	122.1   	-59.33	3    	41.0    	257     	15110.6     	15059.8     
3336      	122.0   	-59.36	3    	41.1    	257     	15115.8     	15065.0     
3337      	121.9   	-59.38	3    	41.2    	258     	15121.0     	15070.2     
3338      	121.8   	-59.41	3    	41.4    	258     	15126.2     	15075.4     
3339      	121.7   	-59.44	3    	41.5    	259     	15131.5     	15080.5     
3340      	121.6   	-59.46	3    	41.6    	259     	15136.7     	15085.7     
3341      	121.5   	-59.49	3    	41.7    	260     	15141.9     	15090.9     
3342      	121.4   	-59.52	3    	41.8    	260     	15147.1     	15096.1     
3343      	121.3   	-59.54	3    	42.0    	261     	15152.3     	15101.3     
3344      	121.2   	-59.57	3    	42.1    	261     	15157.5     	15106.4     
3345      	121.1   	-59.60	3    	42.2    	262     	15162.7     	15111.6     
3346      	121.0   	-59.62	3    	42.4    	262     	15167.9     	15116.8     
3347      	120.9   	-59.65	3    	42.5    	263     	15173.1     	15122.0     
3348      	120.8   	-59.68	3    	42.6    	263     	15178.4     	15127.2     
3349      	120.7   	-59.71	3    	42.8    	264     	15183.6     	15132.3     
3350      	120.6   	-59.73	3    	42.9    	264     	15188.8     	15137.5     
3351      	120.5   	-59.74	3    	43.1    	265     	15194.0     	15142.7     
3352      	120.4   	-59.73	3    	43.2    	265     	15199.2     	15147.9     
3353      	120.3   	-59.73	3    	43.4    	265     	15204.4     	15153.1     
3354      	120.2   	-59.73	3    	43.6    	266     	15209.6     	15158.3     
3355      	120.1   	-59.72	3    	43.5    	266     	15214.8     	15163.4     
3356      	120.0   	-59.72	3    	43.3    	266     	15220.0     	15168.6     
3357      	119.9   	-59.71	3    	43.0    	267     	15225.3     	15173.8     
3358      	119.8   	-59.71	3    	42.7    	267     	15230.5     	15179.0     
3359      	119.7   	-59.70	3    	42.4    	267     	15235.7     	15184.2     
3360      	119.6   	-59.70	3    	42.1    	267     	15240.9     	15189.3     
3361      	119.5   	-59.69	3    	41.8    	268     	15246.1     	15194.5     
3362      	119.4   	-59.69	3    	41.5    	268     	15251.3     	15199.7     
3363      	119.3   	-59.68	3    	41.2    	268     	15256.7     	15205.0     
3364      	119.2   	-59.68	3    	40.9    	268     	15262.0     	15210.4     
3365      	119.1   	-59.68	3    	40.6    	268     	15267.4     	15215.7     
3366      	119.0   	-59.67	3    	40.3    	269     	15272.8     	15221.1     
3367      	118.9   	-59.68	3    	40.1    	269     	15278.2     	15226.4     
3368      	118.8   	-59.69	3    	39.8    	269     	15283.5     	15231.7     
3369      	118.7   	-59.71	3    	39.5    	269     	15288.9     	15237.1     
3370      	118.6   	-59.73	3    	39.2    	270     	15294.3     	15242.4     
3371      	118.5   	-59.74	3    	38.9    	270     	15299.7     	15247.8     
3372      	118.4   	-59.76	3    	38.6    	270     	15305.0     	15253.1     
3373      	118.3   	-59.78	3    	38.3    	270     	15310.4     	15258.4     
3374      	118.2   	-59.80	3    	38.1    	271     	15315.8     	15263.8     
3375      	118.1   	-59.81	3    	37.8    	271     	15321.2     	15269.1     
3376      	118.0   	-59.83	3    	37.5    	271     	15326.5     	15274.5     
3377      	117.9   	-59.85	2    	37.2    	271     	15331.9     	15279.8     
3378      	117.8   	-59.86	2    	36.9    	270     	15337.3     	15285.2     
3379      	117.7   	-59.88	2    	36.6    	270     	15342.6     	15290.5     
3380      	117.6   	-59.90	2    	36.4    	270     	15348.0     	15295.8     
3381      	117.5   	-59.91	2    	36.1    	270     	15353.4     	15301.2     
3382      	117.4   	-59.93	2    	35.8    	270     	15358.8     	15306.5     
3383      	117.3   	-59.94	2    	35.5    	269     	15364.1     	15311.9     
3384      	117.2   	-59.93	2    	35.2    	269     	15369.5     	15317.2     
3385      	117.1   	-59.93	2    	34.9    	269     	15374.9     	15322.6     
3386      	117.0   	-59.92	2    	34.7    	269     	15380.3     	15327.9     
3387      	116.9   	-59.91	2    	34.4    	269     	15385.6     	15333.2     
3388      	116.8   	-59.91	2    	34.1    	268     	15391.0     	15338.6     
3389      	116.7   	-59.90	2    	33.8    	268     	15396.4     	15343.9     
3390      	116.6   	-59.90	2    	33.5    	268     	15401.8     	15349.3     
3391      	116.5   	-59.89	2    	33.3    	268     	15407.1     	15354.6     
3392      	116.4   	-59.89	2    	33.0    	268     	15412.4     	15359.9     
3393      	116.3   	-59.88	2    	32.7    	267     	15417.7     	15365.1     
3394      	116.2   	-59.87	2    	32.4    	267     	15422.9     	15370.3     
3395      	116.1   	-59.87	2    	32.2    	267     	15428.2     	15375.6     
3396      	116.0   	-59.86	2    	32.0    	267     	15433.5     	15380.8     
3397      	115.9   	-59.86	2    	31.9    	267     	15438.7     	15386.0     
3398      	115.8   	-59.85	2    	31.7    	268     	15444.0     	15391.2     
3399      	115.7   	-59.85	2    	31.5    	268     	15449.2     	15396.5     
3400      	115.6   	-59.85	2    	31.3    	268     	15454.5     	15401.7     
3401      	115.5   	-59.86	2    	31.2    	268     	15459.8     	15406.9     
3402      	115.4   	-59.87	2    	31.0    	268     	15465.0     	15412.2     
3403      	115.3   	-59.87	2    	30.8    	268     	15470.3     	15417.4     
3404      	115.2   	-59.88	2    	30.7    	269     	15475.5     	15422.6     
